"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045165","cell fate commitment","134/7994","241/14868",0.305139335872279,0.58639820198064,0.463333870793096,"WNT16/HOXA11/SOX8/IFRD1/TEAD3/FOXP3/PRDM1/CDON/FGFR2/RHOA/TCF3/MBD3/GLI2/NOTCH3/PSEN1/MEF2C/RAB10/WNT11/TBX15/NRP1/JAG1/RBBP7/EYA1/SFRP1/IL7/HOXA2/HOXA13/GLI3/TGFBR1/BMPR1A/DKK1/SOX6/PRDM4/IL23A/WNT5B/NR2E1/TBX18/SMAD5/WNT5A/HES1/ACVR1/APC2/ID2/EPAS1/PRRX1/HDAC1/ARHGEF2/DOCK7/PTCH2/ONECUT2/BMP4/SOX9/BMP2/SIX1/SMO/FOXA1/FGF13/LATS1/RARA/PPARG/WNT2B/NOTCH2/CDC73/SOX5/APC/CTSL/TBX3/GATA4/KLF4/IRF4/RTF1/FGF2/TGFB1I1/TP53/SMAD4/LMO4/TBX19/MCL1/GATAD2B/WNT9A/SOX13/DLX1/NFIB/NOTCH1/TCF7L2/TENM4/MTA2/ITGB1/LATS2/EDNRA/FZD7/ETS2/BRAF/IL6R/JAK1/RBBP4/WNT4/NFIA/EOMES/CASP3/LEO1/STAT6/GATAD2A/TBX10/CTNNB1/RBPJ/STAT3/AR/ONECUT1/CHD3/SMAD1/BCL2/ATOH1/MGA/SMAD2/ERBB4/GATA2/ZFPM1/GAS1/EXT1/TM2D3/POU3F2/JAG2/WT1/PTCH1/MITF/HDAC2/TEAD4/CTR9/MTOR/ZNF521/TOX/EHMT2/PRKDC",134
"GO:0030216","keratinocyte differentiation","59/7994","104/14868",0.305851005140168,0.587576609037793,0.464264971709362,"WNT16/CFLAR/EXTL3/PRKCH/OPN3/FOXC1/ROCK1/DSP/IFT74/STK4/JAG1/ASAH1/EZH2/VDR/WNT5A/ERRFI1/PPL/MSX2/NCOA3/SRSF6/CDKN1A/EREG/MED1/OVOL2/SGPP1/ZFP36/PALLD/LATS1/PPHLN1/ROCK2/ANXA1/FLNB/NUMA1/YAP1/PPP3CA/EPHA2/PIP5K1A/ABCA12/UGCG/NOTCH1/LATS2/SAV1/CD109/CASP3/RBPJ/ADAM9/MAP2K1/CLIC4/SFN/ETV4/SHARPIN/ZFP36L1/BCR/KAZN/AKR1C3/MAFB/TRIM16/SPRR2F/TXNIP",59
"GO:0007422","peripheral nervous system development","43/7994","75/14868",0.307679349552303,0.590898834495846,0.466889979043846,"SOX8/ETV1/RUNX3/GPC1/ERBB3/ALDH3A2/DICER1/NDRG1/ARHGEF10/AKT2/PRX/CNTNAP1/ADGRG6/ONECUT2/ADGRB2/ITGB4/EDNRB/NAB1/ERBB2/SOD1/AKT1/PARD3/SKI/CLDN1/NFASC/SERPINI1/SLC25A46/CDK5/ILK/NAB2/SH3TC2/LAMB2/RELA/DAG1/UGT8/EGR3/NCMAP/POU3F2/MED12/LAMA2/NF1/SCN8A/TBCE",43
"GO:0071241","cellular response to inorganic substance","111/7994","199/14868",0.308466997779643,0.592079950075231,0.467823220058914,"CFLAR/HFE/SYT7/DDX11/RTF2/MAPK9/RAD51/GUCY1B1/SLC12A2/SYT1/MEF2A/SLC12A3/MEF2C/ATRX/SLC25A24/CPNE3/ITPKC/ADD1/TF/CAPN3/MAPK1/HMOX1/LGMN/NFATC4/NFATC2/SMPD3/EEF2K/TFR2/SLC1A1/MAPK8/PPIF/CDKN1B/RASAL1/TIMELESS/OGG1/WNT5A/ECT2/ABCB6/NFE2L2/MTR/CREB1/PKD2/ADCY7/MT1G/TRAF2/PRKAA1/SERPINF1/SYT11/EIF2S1/P2RX4/SLC39A8/CPNE8/CYP1A1/IQGAP1/EIF4A3/TRPM2/AKT1/KCNH1/ITPKB/PARP1/CAMK2D/CCNA2/EGFR/ALAD/MMP3/FOXO1/ANK3/NEK7/ATP5F1A/AIFM1/BRAF/DMTN/PRKAA2/CLDN1/ADGRV1/ADCY1/SPIDR/ATP7A/SMPD1/HSP90B1/CRK/TUBA1A/MECP2/CLIC4/NLGN1/JUNB/NPTX1/PRNP/EIF2AK3/LIG4/BNIP3/JUN/KCNJ10/CALR/NQO1/KCNQ3/HSF1/BACE1/MTF1/LRRK2/AKR1C3/CPNE4/CACNA1H/BLM/DDI2/STK39/MT1M/CHUK/CPNE1/AQP1/ZNF658",111
"GO:0007259","receptor signaling pathway via JAK-STAT","65/7994","115/14868",0.308880836637826,0.592079950075231,0.467823220058914,"CRLF1/PKD1/FYN/PIAS1/FGFR3/BCL3/PTPRC/PIBF1/JAK2/EP300/CD40/ARL2BP/DOT1L/TYK2/PPP2R1A/CAV1/IL23A/SH2B3/GHR/PRLR/HES1/WDR48/STAT1/PKD2/SOCS2/STAMBP/STAT5A/LIF/EPHB2/IL6ST/ELP2/PWP1/CYP1B1/PARP9/IFNAR1/NOTCH1/FER/CENPJ/PTPRD/IL6R/JAK1/USP1/IL15/IL31RA/STAT6/STAT3/SOCS6/PARP14/DAB1/MST1/STAT5B/PTPN2/CLCF1/ERBB4/F2R/HSF1/HGS/NF2/HDAC2/CALM1/CTR9/CNOT7/INPP5F/LEPROT/LYN",65
"GO:0007423","sensory organ development","271/7994","493/14868",0.309210328782245,0.592079950075231,0.467823220058914,"WNT16/DVL2/SOX8/PAFAH1B1/MKS1/VIM/IFT88/SLC4A7/STAU2/CC2D2A/KCNQ1/FOXC1/PRDM1/ATG5/ATP2B4/CDON/HIPK2/NTN1/FGFR2/SDK2/JMJD6/MCM2/DLG1/ITGA8/TULP3/GNB1/CRYBG3/PSEN1/KCNK2/FAT1/XRN2/KDM2B/TGFB2/WHRN/RAB18/NRP1/MAPK1/TRIOBP/IFT27/SIX4/HIF1A/YY1/TRIP11/JAG1/SMCHD1/LAMA1/FLT1/FZD3/EYA1/CALB1/FZR1/SIPA1L3/SMG9/GSDME/HOXA2/HOXA13/GLI3/SLC1A1/TGFBR1/DVL1/CDH23/NAGLU/TECTA/NECTIN1/TCIRG1/LIN7A/WNT5B/CDKN1B/EYA4/SOBP/NR2E1/PRPH2/PTK7/SRF/TBX18/MAN2A1/PDGFRB/WNT5A/HES1/ACVR2B/EFEMP1/RAB3GAP1/SOS1/EPHA4/PRRX1/HDAC1/MFN2/KDM5B/ECE1/ATF6/TTLL5/PLS1/RDH10/INHBA/HOXC13/USP45/BMP4/SOX9/INSIG2/MED1/BMP2/SIX1/RHOJ/SMARCA4/GNGT1/TWSG1/NRL/CDKN1C/PXDN/COL5A1/NPHP4/RARA/SERPINF1/NES/ATP8A2/EPHB2/LARGE1/MEIS2/GNAT2/WNT2B/NOTCH2/AGTPBP1/TBX3/GDF11/AHI1/ACTL6A/SKIL/KLF4/TMOD1/MYO7A/ADAM10/BCAR3/CYP1B1/ABI2/FGF2/BBS7/BMPR1B/LEF1/SEC24B/FBN2/PRICKLE1/COL2A1/LRIG3/LGR5/ACVRL1/SCAPER/BBS4/CYP1A1/NKD1/SOD1/EPHA2/PI4KB/WNT9A/OSR1/WDPCP/MEIS1/NPHP1/DLX1/LRIG1/COL8A1/CCNA2/SDK1/EGFR/SHROOM2/NFIB/SLC25A25/NOTCH1/ZEB1/FREM2/SLC7A11/CACNA1C/THRB/EDNRA/ZIC1/MERTK/LPCAT1/ATP2B2/WDR19/MEGF11/SKI/GRHL3/ARHGAP35/CPAMD8/PKNOX1/LRP5/NFIA/MAPKAPK2/FZD5/PYGO2/HIPK1/TGFBR2/PRKCI/NIPBL/ADGRV1/BMPER/FZD6/GJB2/TTC8/STOX1/SALL2/SPRED1/FBN1/FRS2/DCHS1/TUB/TMEM135/SMAD3/PBX3/RRM1/CTNNB1/RBPJ/TTC39C/STAT3/CLIC4/ZDHHC16/CHD7/BCL2/LAMB2/ATOH1/RARG/SP3/BNC2/PTPRM/SH3PXD2B/FZD4/TPRN/NECTIN3/ZHX2/MEIS3P1/PTPN11/GATA2/FJX1/TSHZ1/SCRIB/LIMK2/TSKU/FOXL2/ALDH1A3/JAG2/WT1/ROR1/PBX1/INSIG1/NF2/BCR/MITF/COL4A1/IFT140/NHS/LCTL/HMX3/SLC4A5/TDRD7/MYO6/HDAC2/NF1/LRP10/LHFPL5/SPRED2/CEP290/SMOC1/RORB/MAFB/BMPR2/COL5A2/DDR1/HMGN1/CRYGS/TENM3/CEBPD/AQP1",271
"GO:0007431","salivary gland development","18/7994","30/14868",0.309385836154612,0.592079950075231,0.467823220058914,"PLXND1/SNAI2/HGF/FGFR2/NTN4/SEMA3C/TGFB2/NRP1/LAMA1/TGFB1/PLXNA1/TFCP2L1/TWSG1/LAMA5/EGFR/NFIB/DAG1/TGM2",18
"GO:0008053","mitochondrial fusion","18/7994","30/14868",0.309385836154612,0.592079950075231,0.467823220058914,"TFRC/HUWE1/GDAP1/CHCHD3/VAT1/MTCH2/THG1L/MFN2/USP30/AFG3L2/MCL1/PID1/MFF/MFN1/BNIP3/MIGA1/OPA1/RCC1L",18
"GO:0042092","type 2 immune response","18/7994","30/14868",0.309385836154612,0.592079950075231,0.467823220058914,"CD74/PRKCZ/BCL3/IL4R/ARG2/IL27RA/CD81/BCL6/TNFSF4/KMT2A/ARG1/NDFIP1/RARA/ANXA1/XCL1/ECM1/STAT6/DENND1B",18
"GO:0048741","skeletal muscle fiber development","18/7994","30/14868",0.309385836154612,0.592079950075231,0.467823220058914,"HDAC9/SPG11/CAV2/CNTNAP1/SIX1/SMO/LARGE1/NIBAN2/PPP3CA/ACTA1/BIN3/HOMER1/SKI/RCAN1/SELENON/FBXO22/BCL2/DNER",18
"GO:0060325","face morphogenesis","18/7994","30/14868",0.309385836154612,0.592079950075231,0.467823220058914,"MMP2/EP300/PLEKHA1/DKK1/COL1A1/RAB3GAP1/RRAS/LEF1/PRICKLE1/CSRNP1/ARID5B/SKI/TIPARP/NIPBL/SGPL1/ANKRD11/PTPN11/ASPH",18
"GO:0062125","regulation of mitochondrial gene expression","18/7994","30/14868",0.309385836154612,0.592079950075231,0.467823220058914,"ALKBH1/MTG2/CDK5RAP1/METTL4/C1QBP/MRPS27/FASTKD2/METTL8/MTRES1/PRKAA1/LRPPRC/RMND1/MALSU1/RPUSD4/NSUN3/SHMT2/MPV17L2/RCC1L",18
"GO:0071353","cellular response to interleukin-4","18/7994","30/14868",0.309385836154612,0.592079950075231,0.467823220058914,"HSPA5/MCM2/IL4R/KEAP1/TCF7/XBP1/RPL3/STAT5A/LEF1/XCL1/ALAD/JAK1/NFIL3/STAT6/FASN/PARP14/PTPN2/IMPDH2",18
"GO:0090659","walking behavior","18/7994","30/14868",0.309385836154612,0.592079950075231,0.467823220058914,"HIPK2/ZMPSTE24/ABHD12/SPG11/GLRB/HTRA2/EPHA4/LARGE1/AGTPBP1/NPC1/ARRB2/ZIC1/OXR1/ZNF212/CHD7/DAB1/KCNJ10/CACNB4",18
"GO:0046425","regulation of receptor signaling pathway via JAK-STAT","38/7994","66/14868",0.310108980557889,0.593273577104496,0.468766346811152,"BCL3/PTPRC/PIBF1/JAK2/EP300/DOT1L/TYK2/PPP2R1A/CAV1/IL23A/SH2B3/GHR/PRLR/HES1/WDR48/SOCS2/LIF/EPHB2/ELP2/PWP1/CYP1B1/IFNAR1/NOTCH1/CENPJ/PTPRD/IL6R/USP1/PARP14/DAB1/MST1/PTPN2/ERBB4/F2R/HGS/NF2/CALM1/INPP5F/LEPROT",38
"GO:0071222","cellular response to lipopolysaccharide","88/7994","157/14868",0.310293249075004,0.593435838855946,0.468894555535406,"UPF1/VIM/TNFRSF1B/MAP2K3/TNIP3/SBNO2/RHOA/SCARB1/MEF2C/GSTP1/CHMP5/IRAK3/JAK2/ABL1/MAPK1/XBP1/CD40/SLC7A5/RIPK2/AKAP8/CACTIN/SERPINE1/MAPK8/HDAC5/NFKB1/SASH1/MAPK14/WNT5A/PLSCR4/GBP3/TNFSF4/MMP8/TNFAIP3/GFER/ZFP36/ASS1/RARA/TRIM5/EPHB2/IRAK2/CMPK2/CDC73/EDNRB/DAB2IP/PLAA/TLR2/HADHB/AKT1/BCL10/TNIP1/MTDH/ANKRD1/MMP3/PDCD4/PRKCA/CDK19/SPON2/GBP2/CAPN2/CXCL5/NOS3/ABCA1/CASP7/AXL/ADAM9/TNIP2/PTAFR/CXCL8/PRKCE/MALT1/RELA/TRIB1/PRPF8/TRAF6/PPM1E/IRAK1/PDE4B/HSF1/SIGIRR/BCR/CD55/SRC/CTR9/CARD16/IRGM/MIF/TICAM2/LYN",88
"GO:0002712","regulation of B cell mediated immunity","33/7994","57/14868",0.312015660191453,0.596156722498366,0.471044421523675,"PARP3/FOXP3/TP53BP1/TFRC/MLH1/THOC1/RIF1/PTPRC/MSH2/TREM2/CD40/IL27RA/TGFB1/SUPT6H/NSD2/KMT5B/BCL6/MAD2L2/CD46/TNFSF4/SHLD2/PMS2/C3/NECTIN2/NDFIP1/SLC15A4/XCL1/PAXIP1/STAT6/CLCF1/ATAD5/HMCES/EXOSC6",33
"GO:0002889","regulation of immunoglobulin mediated immune response","33/7994","57/14868",0.312015660191453,0.596156722498366,0.471044421523675,"PARP3/FOXP3/TP53BP1/TFRC/MLH1/THOC1/RIF1/PTPRC/MSH2/TREM2/CD40/IL27RA/TGFB1/SUPT6H/NSD2/KMT5B/BCL6/MAD2L2/CD46/TNFSF4/SHLD2/PMS2/C3/NECTIN2/NDFIP1/SLC15A4/XCL1/PAXIP1/STAT6/CLCF1/ATAD5/HMCES/EXOSC6",33
"GO:0009994","oocyte differentiation","33/7994","57/14868",0.312015660191453,0.596156722498366,0.471044421523675,"ZFX/YTHDC2/RPS6KA2/TRIP13/TUT7/AURKA/PPP2R1A/SHB/FBXO5/SOHLH2/EREG/H3-3B/TUT4/PDE5A/LGR5/BRCA2/ATM/EDNRA/NPR2/WNT4/H3-3A/WASHC5/KMT2D/CTNNB1/BCL2/PDE3A/TDRD6/MEIOC/TDRKH/FOXL2/TDRD7/YTHDF2/EHMT2",33
"GO:0003254","regulation of membrane depolarization","23/7994","39/14868",0.312615517718518,0.596538789327278,0.471346305980591,"GCLC/DCN/GCLM/NEDD4L/PTPN3/P2RX7/PPP2R3C/NTSR1/SMAD7/ABCD1/TRPM4/PARP1/CAMK2D/ANK3/GPD1L/SLMAP/BCL2/BOK/CAV3/FZD9/LRRK2/SRC/MLLT11",23
"GO:0033120","positive regulation of RNA splicing","23/7994","39/14868",0.312615517718518,0.596538789327278,0.471346305980591,"DAZAP1/CLNS1A/RBM22/PRMT5/SETX/ZPR1/HSPA8/PRPF19/NUP98/NCL/HABP4/SLC38A2/TRA2B/NCBP1/SF3B4/HNRNPLL/PIK3R1/RBMX/DYRK1A/TRA2A/ERN1/POLR2A/RBM20",23
"GO:0051438","regulation of ubiquitin-protein transferase activity","23/7994","39/14868",0.312615517718518,0.596538789327278,0.471346305980591,"CDC14B/ABL1/TRIB3/SMAD7/FZR1/FBXW7/FBXO5/BAG2/ARRDC3/PARK7/MAD2L2/CDC20/PIN1/ARRDC4/FEM1A/PINK1/DTX3L/MAD2L1/BTRC/PLK1/FEM1B/PTEN/TOPORS",23
"GO:1904645","response to amyloid-beta","23/7994","39/14868",0.312615517718518,0.596538789327278,0.471346305980591,"FYN/NGFR/PSEN1/GSK3B/MMP2/ICAM1/TREM2/LGMN/ITGA4/EPHA4/LRP1/BCL2L2/SNX6/EPHB2/IGF1R/APP/PARP1/MMP3/GJA1/CACNA2D1/CDK5/PRNP/BACE1",23
"GO:0015749","monosaccharide transmembrane transport","60/7994","106/14868",0.312739347459597,0.596584298686514,0.471382264528044,"OPN3/SLC2A3/MEF2A/SLC23A2/OSBPL8/SORBS1/TRIB3/AKT2/GRB10/PRKAG2/RPS6KB1/SLC1A2/CREBL2/PPARD/MAPK14/NFE2L2/STXBP3/SLC2A1/RHOQ/C3/RTN2/SESN2/INPP5K/SORT1/RNASEL/APPL2/SLC5A2/AKT1/CAPN10/PIK3R1/GPC3/EDNRA/ZDHHC7/PID1/SLC5A10/APPL1/BRAF/SLC45A3/HK2/ACE/SLC2A6/SLC45A1/PEA15/SGCB/PRKCI/KLF15/TSC1/STXBP4/PRKCB/SLC27A4/IRS1/ASPSCR1/INSR/MFSD4B/SLC2A14/YES1/PTPN11/IRS2/SLC2A10/ENPP1",60
"GO:0061028","establishment of endothelial barrier","28/7994","48/14868",0.313060356494688,0.596718895170513,0.471488613950187,"VCL/FOXP3/ROCK1/RAPGEF3/ADD1/ICAM1/EZR/IKBKB/PTPRS/RAPGEF1/RAPGEF2/PDE4D/RAP1A/RAP1B/AFDN/ROCK2/EDNRB/RDX/MSN/EDNRA/F11R/CLDN1/FASN/HPSE/ZDHHC21/MYADM/PLCB1/S1PR3",28
"GO:0007043","cell-cell junction assembly","77/7994","137/14868",0.313109914660445,0.596718895170513,0.471488613950187,"SNAI2/PRKCH/SLC39A9/VCL/CTNNA1/HDAC7/PKN2/RHOA/ROCK1/WDR1/CDH19/FSCN1/DLG1/EPB41L3/WNT11/SMAD7/IKBKB/CAV1/CLDN15/MPDZ/CNTNAP1/SRF/ECT2/STRN/GNPAT/PARD6B/SNAI1/CDHR3/AFDN/NPHP4/PATJ/EPHB2/ROCK2/APLNR/APC/TLN1/CDH24/CDH11/CDH13/TBCD/EPHA2/NPHP1/PKP4/ANK2/CDH18/PARD3/ESAM/MPP7/FER/GJA1/CDH12/PRKCA/FLCN/RHOC/F11R/ACE/FZD5/CLDN1/HIPK1/MICALL2/GJB2/JAM3/CTNNB1/PDCD6IP/FRMPD2/CDH2/TLN2/UGT8/IRX3/PAK2/GJC1/GJD3/ZNF703/ACTG1/PKP3/PIP5K1C/MYO1C",77
"GO:0060041","retina development in camera-type eye","77/7994","137/14868",0.313109914660445,0.596718895170513,0.471488613950187,"SOX8/PRDM1/ATP2B4/CDON/HIPK2/SDK2/JMJD6/GNB1/PSEN1/XRN2/TGFB2/NRP1/HIF1A/LAMA1/CALB1/SLC1A1/NAGLU/NECTIN1/TCIRG1/NR2E1/PRPH2/MAN2A1/PDGFRB/HES1/ACVR2B/TTLL5/USP45/SOX9/MED1/RHOJ/SMARCA4/NRL/NPHP4/SERPINF1/ATP8A2/LARGE1/GNAT2/AGTPBP1/GDF11/AHI1/ACTL6A/CYP1B1/BMPR1B/ACVRL1/SCAPER/BBS4/NPHP1/DLX1/SDK1/NFIB/NOTCH1/THRB/MERTK/LPCAT1/ATP2B2/MEGF11/SKI/LRP5/NFIA/HIPK1/TTC8/TUB/TMEM135/RRM1/STAT3/CLIC4/CHD7/LAMB2/PTPRM/FZD4/NECTIN3/ZHX2/FJX1/COL4A1/SLC4A5/RORB/BMPR2",77
"GO:0043484","regulation of RNA splicing","95/7994","170/14868",0.316499678475032,0.602986456405018,0.476440834808654,"PTBP1/CELF2/JMJD6/DAZAP1/CLNS1A/ZNF638/RBM7/MBNL3/REST/RBM22/ATXN7L3/FUS/SRPK1/HNRNPH3/DDX17/RBFOX2/RBM23/PRMT5/METTL4/FMR1/SUPT20H/HNRNPL/PRX/SETX/C1QBP/KAT2A/ZPR1/HSPA8/PRPF19/NUP98/QKI/KAT2B/FXR1/NCL/SRSF7/PTBP3/SUPT7L/KHDRBS1/HNRNPA2B1/SMU1/SRSF6/USP22/AHNAK/NSRP1/HNRNPH2/METTL16/FXR2/HABP4/KHDRBS3/GRSF1/RBM38/SLC38A2/SRPK2/TAF5L/TRA2B/NCBP1/TMBIM6/MBNL2/NOVA1/SF3B4/HNRNPLL/PIK3R1/RBMX/CELF1/SAP18/TADA1/MBNL1/AFF2/DYRK1A/SON/RRP1B/RBM15/RBM47/TRA2A/HNRNPK/HNRNPF/TADA3/TADA2B/SGF29/ERN1/ZBTB7A/PUF60/NPM1/POLR2A/RBM10/AHNAK2/SRSF10/SF3B3/SUPT3H/TRRAP/RBM20/RBM12/RBM15B/RBM8A/ATXN7",95
"GO:0006650","glycerophospholipid metabolic process","155/7994","280/14868",0.316605218997648,0.602995002157346,0.476447587108528,"GDE1/PAFAH1B1/PIGQ/ABHD5/PIK3C2A/OSBPL5/AGPAT4/PNPLA6/PI4K2B/INPP4A/PIK3CB/DGKG/PIGV/MTMR1/INPP5A/PIGB/HDHD5/SLC44A1/SCARB1/PLD1/DGKD/PIK3C3/SYNJ2/EFR3B/HADHA/ITPKC/MTMR2/PGS1/LPCAT2/PITPNM2/OSBPL8/MTMR3/ABHD4/ABHD12/CDS2/HTR2A/DGKH/VAC14/PLA2G15/MTMR9/PIK3CG/MTMR4/PIGL/DHRS7B/INPP4B/PITPNM1/CHKA/CHPT1/SERINC1/FIG4/PDGFRB/PIKFYVE/PLA2G4A/GNPAT/PIK3R3/GPAM/SOCS2/PIK3CA/OCRL/SERAC1/LPGAT1/RAB38/ACSL3/PIGT/PLCG1/GPCPD1/ATG14/PLD2/SLC44A2/LDLR/APOC1/EFR3A/INPP5K/PEMT/PIK3C2B/IMPA1/LPIN1/PNPLA8/SMPD4/ENPP2/SELENOI/GPAT3/FGF2/NAAA/ETNK1/MTMR6/IMPA2/PIGK/PI4KB/PIP5K1A/ITPKB/MBOAT2/OSBPL10/DGKQ/PIK3R1/SLC30A5/PLA2G7/INPP5E/DGKZ/ATM/PLCB3/PIP4K2A/IPMK/INPP1/LPCAT1/DGKE/PIP4P2/AGPAT5/SMG1/ABHD3/GPAT4/SYNJ1/AGPAT3/BPNT1/ACP6/CAPN2/ABHD6/MTMR14/SERINC5/PIGA/INPPL1/TTC7B/PIP5KL1/ABCA3/INPP5D/MECP2/SOCS6/MTM1/PIK3CD/PTEN/LCLAT1/PIGG/IP6K1/LPCAT4/SOCS4/PLCB1/PI4KAP2/PLA2G6/PCYT2/PIP5K1C/PLCD1/PIK3R4/PGAP1/PIGN/FAR1/GPAA1/UVRAG/INPP5F/INPP5B/AGPAT1/SACM1L/PHB2/PISD/PI4KA/SOCS7",155
"GO:0055123","digestive system development","72/7994","128/14868",0.317382962907941,0.604283388535955,0.477465586559859,"PKD1/CPS1/KCNQ1/PRDM1/FGFR2/GLI2/CBFA2T2/WNT11/TGFB2/PCSK5/CRKL/HIF1A/SRP54/CHD8/KLF5/SALL1/SFRP1/MEGF8/HOXA13/C1GALT1/GLI3/WNT5A/HES1/ACVR2B/EPB41L5/ID2/WLS/CDKN1A/SOX9/OVOL2/SMO/CDKN1C/ASS1/IL6ST/AHI1/EDNRB/GATA4/YAP1/BBS7/RB1/CYP1A1/WDPCP/PDGFC/EGFR/NOTCH1/SAV1/DNAAF1/WDR19/NPR2/PKDCC/FZD5/NIPBL/SLC4A2/DACT1/CLMP/DCHS1/RBPMS2/SMAD3/CCDC103/CTNNB1/COL3A1/CXCL8/INSR/BCL2/SMAD2/FOXL1/OXTR/YIPF6/EXT1/EPHB3/SRC/LGR4",72
"GO:0043583","ear development","107/7994","192/14868",0.317523333185969,0.604357808331955,0.477524388261548,"DVL2/PAFAH1B1/MKS1/IFT88/SLC4A7/KCNQ1/ATG5/NTN1/FGFR2/MCM2/ITGA8/KCNK2/TGFB2/WHRN/MAPK1/TRIOBP/IFT27/SIX4/TRIP11/JAG1/FZD3/EYA1/CALB1/GSDME/HOXA2/HOXA13/GLI3/DVL1/CDH23/NAGLU/TECTA/LIN7A/CDKN1B/EYA4/SOBP/PTK7/TBX18/WNT5A/HES1/EPHA4/PRRX1/ECE1/PLS1/RDH10/BMP4/SOX9/INSIG2/BMP2/SIX1/ATP8A2/EPHB2/TBX3/AHI1/MYO7A/ADAM10/FGF2/SEC24B/COL2A1/LRIG3/LGR5/SOD1/PI4KB/OSR1/WDPCP/LRIG1/CCNA2/SHROOM2/NOTCH1/ZEB1/FREM2/EDNRA/ZIC1/WDR19/GRHL3/MAPKAPK2/NIPBL/ADGRV1/BMPER/FZD6/GJB2/TTC8/STOX1/DCHS1/RBPJ/TTC39C/CHD7/BCL2/ATOH1/TPRN/PTPN11/GATA2/TSHZ1/SCRIB/TSKU/ALDH1A3/JAG2/ROR1/INSIG1/BCR/HMX3/MYO6/LRP10/LHFPL5/CEP290/MAFB/DDR1/CEBPD",107
"GO:0032088","negative regulation of NF-kappaB transcription factor activity","39/7994","68/14868",0.319244885465054,0.604597153289254,0.477713503141413,"FOXP3/BCL3/ITCH/CYLD/IRAK3/SIRT1/PSMD10/CCDC22/SETD6/PPP2CB/CACTIN/TAX1BP1/TRIM37/ERBIN/DAP/TNFAIP3/PTGIS/RBCK1/TRAF3/IRAK2/KLF4/DAB2IP/ARRB1/CYP1B1/G3BP2/ARRB2/OTULIN/PRMT2/LRRC14/COMMD1/PARP10/MTURN/IRAK1/FAF1/USP7/LRRK2/ANXA4/ZNF675/CHUK",39
"GO:0097009","energy homeostasis","39/7994","68/14868",0.319244885465054,0.604597153289254,0.477713503141413,"MLXIPL/SLC12A3/IGF2BP2/RASAL2/ACACB/SIRT1/SUV39H1/CRTC1/LIPA/PPARGC1A/PPARD/MAPK14/EIF4G1/AMPD2/LEPR/PIK3CA/ACVR1C/VGF/RRP8/PRKAA1/NMUR2/MRAP2/APPL2/PRCP/SORL1/CRTC3/SLC25A25/FOXO1/FLCN/PRKAA2/STAT3/NR1D2/MEX3C/IRX3/TBL1XR1/RMI1/TSKU/TRPV1/STK39",39
"GO:0000303","response to superoxide","14/7994","23/14868",0.319574228502482,0.604597153289254,0.477713503141413,"GLRX2/SOD3/SOD2/NFE2L2/H19/GCH1/FBLN5/SOD1/FANCC/NOS3/ATP7A/NQO1/ERCC6/DHFR",14
"GO:0008045","motor neuron axon guidance","14/7994","23/14868",0.319574228502482,0.604597153289254,0.477713503141413,"SEMA3F/MYCBP2/SEMA3A/NRP1/HOXA2/EPHA4/CHN1/ERBB2/LMO4/SLIT2/CDK5/KIF5C/ALCAM/SLIT1",14
"GO:0010878","cholesterol storage","14/7994","23/14868",0.319574228502482,0.604597153289254,0.477713503141413,"SOAT1/SCARB1/TREM2/LIPA/EHD1/PPARD/PPARG/NPC1/TTC39B/STARD4/ABCA1/LPL/PPARA/SREBF2",14
"GO:0031145","anaphase-promoting complex-dependent catabolic process","14/7994","23/14868",0.319574228502482,0.604597153289254,0.477713503141413,"CDC27/CUL3/ANAPC4/ANAPC5/CDC23/FBXO31/FZR1/CDC20/ANAPC13/CDC16/ANAPC1/CDC20B/PLK1/ANAPC7",14
"GO:0032104","regulation of response to extracellular stimulus","14/7994","23/14868",0.319574228502482,0.604597153289254,0.477713503141413,"SNAI2/VDR/GHR/TRIM24/BBS2/MED1/MKKS/BBS4/MN1/BCL2/RXRA/PPARA/KANK2/RXRB",14
"GO:0032107","regulation of response to nutrient levels","14/7994","23/14868",0.319574228502482,0.604597153289254,0.477713503141413,"SNAI2/VDR/GHR/TRIM24/BBS2/MED1/MKKS/BBS4/MN1/BCL2/RXRA/PPARA/KANK2/RXRB",14
"GO:0033233","regulation of protein sumoylation","14/7994","23/14868",0.319574228502482,0.604597153289254,0.477713503141413,"PIAS1/HMG20B/HDAC4/CAPN3/PARK7/EGR1/UBA2/GNL3L/HMG20A/SAE1/ARNT/GNL3/CTNNB1/RELA",14
"GO:0045686","negative regulation of glial cell differentiation","14/7994","23/14868",0.319574228502482,0.604597153289254,0.477713503141413,"KDM4A/TREM2/NR2E1/HES1/LDLR/MBD1/DUSP10/DLX1/DAAM2/NOTCH1/CTNNB1/MECP2/DAB1/NF1",14
"GO:0046823","negative regulation of nucleocytoplasmic transport","14/7994","23/14868",0.319574228502482,0.604597153289254,0.477713503141413,"TPR/SP100/RANGAP1/FERMT1/RAB23/PARK7/UFM1/NUP153/MDFIC/BARD1/ANGPT1/CDK5/PKIA/NF1",14
